#"Step"	"T_COM"	"T_Atom"	"T_Drude"	"KE_COM"	"KE_Atom"	"KE_Drude"
500	305.5940865599279	290.4949217718704	1.0120622678765177	3807.464637633262	27776.055430109	63.11065420127021
1000	284.0852877314465	300.1285226700165	1.0126596490744448	3539.4817330578126	28697.1848973862	63.14790597856235
1500	302.240734472772	302.1873959893292	0.9826015663565815	3765.684478752876	28894.046787748994	61.27352994007961
2000	298.35022767971947	301.5187822321891	1.0146229385461023	3717.211790018062	28830.11640071716	63.27033370546768
2500	289.2939823489672	295.4019890515165	0.9945908341901274	3604.37801684291	28245.25114591488	62.021162334237445
3000	303.6683789792152	303.01409437400434	0.9855291666612142	3783.471818928807	28973.092645131488	61.45609061478282
3500	291.7324446402844	301.28123134806856	1.0107723647002107	3634.7593604379595	28807.402659338975	63.03021781321689
4000	310.5571665849796	306.09501523049545	0.980512655560337	3869.3007546270455	29267.678959975503	61.143268659619366
4500	307.342032691185	297.85534362991297	0.9864907923096254	3829.2426869344354	28479.831882623133	61.51605611858063
5000	301.9917275454582	295.5302601051417	1.0054148596819028	3762.582046107843	28257.51595203899	62.69613199920722
5500	318.1283963137862	303.45235523989436	1.0085345873889167	3963.632388397635	29014.997536375573	62.89067344469811
6000	305.3231570227221	294.8840374095003	1.0310131083325118	3804.0890663196487	28195.726515911	64.29239961042482
6500	308.1235589077319	298.7914578790049	0.9970874277398412	3838.979895747545	28569.33968232268	62.17684608730108
7000	322.2385189549643	307.2259322833036	1.0414836125006308	4014.841319790202	29375.813086913266	64.94532422666765
7500	299.3981630556106	296.9985106446046	1.00210426556738	3730.2682497524293	28397.90466562014	62.48968841663914
8000	295.98005204528954	297.9704069431717	0.996575938332263	3687.6812450567404	28490.833813216457	62.1449503906094
8500	322.05745562950926	300.8726637798906	1.0162251983576622	4012.5854115800566	28768.33693195401	63.37024817527606
9000	296.88396541497	302.0346191681654	1.014354631768486	3698.9433026092433	28879.438830311403	63.253602505422506
9500	297.90237080018	304.7186178535875	1.0164174477736758	3711.631841627166	29136.07290778821	63.38223655464711
10000	305.8631551649336	299.2290123397654	0.9982221656557727	3810.817023179032	28611.177029707775	62.24760660717668
10500	310.33913979862564	298.98293532489737	0.21554754831454098	3866.5843104430487	28587.64805108274	13.441215246718723
11000	298.4872981770674	298.13693240181465	5.001703835036834	3718.919581806149	28506.756364776316	311.8985967261558
11500	302.0965268273122	303.2431067632363	0.19333792052983886	3763.887763650351	28994.989967049165	12.056256846876199
12000	288.46311556289737	302.3402252817689	0.15956024488156376	3594.026062908996	28908.6597622969	9.949932685583537
12500	286.74062893948536	296.43567320888695	3.574583437973563	3572.5652192740154	28344.088221197366	222.90555277875652
13000	301.9069825600615	302.32137240800466	0.22417699511176845	3761.526189501627	28906.857119884095	13.979334342800398
13500	299.88181154693643	298.2852092255207	0.6638905062785339	3736.2941337886596	28520.934049016505	41.399195977497726
14000	290.415083250323	301.12330696429217	0.8471893729234704	3618.346062118858	28792.302510906833	52.82943278751658
14500	311.1690239874566	302.9332568402411	0.32262077011336326	3876.9240219795984	28965.36325762638	20.11813749710526
15000	302.39532092569186	296.0028480538489	2.0893161132831315	3767.610505724063	28302.70307262212	130.28655541048357
15500	298.605408863629	300.8977847482285	0.2788450674349384	3720.391149098148	28770.738906504048	17.388351670831604
16000	293.48897845131927	298.2716454858776	2.4808516120710373	3656.6444055499533	28519.63713414492	154.70210992312377
16500	297.2083240399855	303.0856502875577	0.32126082397283184	3702.9845588015987	28979.934558267483	20.033333336994133
17000	325.3068573132263	297.202542777146	2.0799937278064284	4053.0704292827545	28417.413467317692	129.70522571879812
17500	286.1381730621531	296.6586020650575	0.3721043394329658	3565.059087612573	28365.403858070455	23.20385715200998
18000	303.9653561701218	302.7956251217289	1.8139344841690956	3787.171923748534	28952.203419172	113.11417845302265
18500	314.73333255380396	301.9898403404835	0.4300142638272811	3921.3325345157837	28875.15724358967	26.815031413984592
19000	304.4110964560749	299.94342819179707	1.6926465733459792	3792.725501029559	28679.486844506406	105.55084994872738
19500	299.2714214963852	299.92090094197073	0.4564284302183984	3728.6891484998446	28677.33287177584	28.46217840684928
20000	299.83158470887776	300.25124886053146	1.6151350450678144	3735.66834645121	28708.91952410421	100.7173496661419
20500	315.5532164444025	302.74620647182394	1.7065168666291088	3931.5476501142557	28947.47818972334	106.41578021126789
21000	300.7074033243871	296.6410850967411	0.9104143297242867	3746.580365217904	28363.728950020577	56.77204433642713
21500	299.72374000963197	296.85311720830254	0.119113749508087	3734.324685376623	28384.00268027297	7.427751131947934
22000	311.85315333255886	298.67164570278146	0.9901435476948697	3885.447741526551	28557.88368292797	61.74383635435965
22500	303.56208187152697	297.78724942793934	0.5712036208795886	3782.1474396413614	28473.320965609673	35.61938364867835
23000	299.4749847273625	299.6049867099903	0.3119503420977711	3731.225388033119	28647.12631544389	19.45274593569024
23500	297.05233658536577	299.49116411493515	1.9816764076938214	3701.0410764388844	28636.243017759483	123.57430809784854
24000	292.07324491720505	299.03930690210404	0.27674998243267906	3639.005466825285	28593.038093853967	17.257705376333064
24500	281.9492832609419	295.7143898808433	2.42969315238778	3512.8687786684677	28275.121763614035	151.51194666833322
25000	310.67991198906304	302.1969643074954	0.3178160102510264	3870.8300668946376	28894.96167512168	19.818520025120737
25500	296.117934767257	301.6968904412738	2.1641587674888187	3689.399156531866	28847.146452251007	134.95362879025777
26000	314.7558301420728	298.28316823086936	0.3766495390613659	3921.6128369677385	28520.738896618586	23.487288845027805
26500	302.23481140628604	298.74815127220756	1.939138377338283	3765.610681951226	28565.198863944323	120.9217016235411
27000	299.9104477852032	301.43754110553556	0.4193941550295402	3736.6509190451507	28822.348423145064	26.152777681988066
27500	290.65474514361716	303.50429208005426	1.854264778200079	3621.332062908264	29019.963545909737	115.6291138687707
28000	285.1923914155489	306.02681482206657	0.45775356091321173	3553.2753838933527	29261.15788789162	28.544811529045724
28500	302.53081576692205	301.3152872191923	1.7904227374689812	3769.2986660624165	28810.65895641393	111.64802191033073
29000	310.8389666315437	300.9559136753409	0.46856747437295526	3872.8117640325427	28776.29698060641	29.219150623173086
29500	293.75396929159575	297.3698936774102	1.8137346605424112	3659.9459853187473	28433.414944567845	113.10171775746547
30000	294.51276030707095	300.8213356749096	0.5090868361609707	3669.3999312091855	28763.429127437572	31.745876014907193
30500	297.8116472428317	299.5495715229898	5.578300796911777	3710.5014966643685	28641.827719184766	347.8543008655304
31000	303.8723101760504	301.9407216495113	0.2215799952494761	3786.012643030479	28870.46069511035	13.817389405742556
31500	298.53324425928184	295.1174095520655	0.22512163847110567	3719.4920342552086	28218.04070139898	14.038240857040618
32000	291.65295758919683	301.5198837829794	2.59179935068331	3633.769013603789	28830.221726950138	161.6206411125766
32500	302.96290820338453	301.4363771774383	0.2399548880616512	3774.6822017536315	28822.237132623533	14.963219601238075
33000	289.86976158940655	301.58495228364797	2.3091593444283944	3611.5517783568657	28836.44333753907	143.99564286456842
33500	306.2598644640429	300.7766558133207	0.35418527673239236	3815.7597124986523	28759.157003489476	22.08645182468802
34000	297.0512896797833	298.0680507656837	1.724634401576811	3701.028032809575	28500.170156206408	107.54556196418605
34500	295.5717206943038	299.17604619681606	0.4384384795672877	3682.593754009984	28606.112602028603	27.340352615416165
35000	309.7869603983006	298.5556543941882	1.527110360792142	3859.704584581748	28546.793020835685	95.22826506450575
35500	301.94746267079506	298.73148604683985	0.4853751726312169	3762.0305401972846	28563.60539642088	30.26725296466445
36000	299.26729102151216	300.07998410817953	1.5107332567182197	3728.6376859954726	28692.54381871998	94.20701391738402
36500	287.9438204411963	294.967234083662	0.5226760968934925	3587.5560495830523	28203.681475739628	32.59328151767387
37000	300.81387832520295	298.1904829927921	1.559652551796891	3747.90696091536	28511.87667522523	97.25754629416917
37500	288.4444482383137	305.07227301479935	0.5424138238808373	3593.7934825635075	29169.888112890763	33.82409596670081
38000	296.67792087157517	302.32627512098804	1.6145549444921492	3696.376147853127	28907.325899258114	100.68117548200837
38500	282.92405004258285	299.7653189515992	0.5405823676474839	3525.0136146265736	28662.45669438132	33.70988915878331
39000	296.6285598329124	299.5678540623011	1.642490848034676	3695.7611477027604	28643.57582831595	102.42321567482342
39500	294.2204454187882	301.0300016954784	0.549191854476421	3665.7579150539677	28783.3810044561	34.246763581788414
40000	310.5215536207491	298.9831328820328	1.629309235501817	3868.8570447913107	28587.666940769042	101.60123048993765
40500	308.6467283202676	302.7275850999152	2.1320527502576327	3845.4981797239934	28945.697682666047	132.95154668960916
41000	311.5179866965359	295.17763467824653	0.1565991955423669	3881.2718259231524	28223.799206342497	9.765286180274089
41500	306.6603887088689	298.2641454012938	1.1134166060714186	3820.749933074765	28518.92000365651	69.43095562208894
42000	286.658241281207	308.6289138699969	0.5555248821555049	3571.538733130243	29509.96102341323	34.64168149601946
42500	304.0841503163933	300.9848295233278	0.6505242140640364	3788.652006416945	28779.06180758374	40.565694450292085
43000	309.6970661304054	299.45088960091834	0.880876947824628	3858.584571920541	28632.39211693503	54.93013840410592
43500	302.95087574981454	296.4938836442003	0.6875846661065355	3774.532286740591	28349.654088813964	42.87672752368623
44000	300.65962774873657	302.9451433251936	0.9672109855474211	3745.9851187035506	28966.49979957657	60.31379687400888
44500	299.1571091795341	299.85943355226067	0.7403583391378622	3727.264905940193	28671.455586165073	46.16761301099829
45000	314.4145924774466	298.90431795611073	0.9400878694063399	3917.3612810697878	28580.130947582733	58.622440859687515
45500	300.60822492618007	300.18764553646656	0.8481577224448922	3745.3446795139	28702.83800831044	52.88981758174533
46000	295.14914857878955	303.4258831133824	0.8486487086995397	3677.328834113195	29012.466369053043	52.92043473319754
46500	295.1906986322086	299.16514888868556	0.957544407802362	3677.846515462549	28605.070641526076	59.711003879208135
47000	312.32333036580474	297.4749199308967	0.8167817353068739	3891.305781672756	28443.457168441037	50.93325904049501
47500	293.62561573792715	298.0996252340785	1.1163016849461735	3658.346799869156	28503.189190683705	69.61086472549823
48000	307.14464246039535	302.58988167805586	0.7149952506099584	3826.7833581823443	28932.530988201477	44.58600962515203
48500	309.1106824736024	302.16448433171723	1.2911728212229605	3851.2786876264563	28891.856059360547	80.51556116725318
49000	299.6556219897809	308.64684905367636	0.6848598440959811	3733.475987829206	29511.675919677138	42.706811793077165
